id,sentence,topic,sentiment
6475,không có ý kiến gì thêm .,3,1
6476,thầy giáo lên lớp đúng giờ .,0,2
6477,cô cho bài tập trắc nghiệm về nhà trên moodle .,0,1
6478,"cần nêu được ý nghĩa cụ thể của từng phần , tránh trừu tượng hóa .",0,0
6479,"em tham gia đầy đủ buổi học của lớp này , em không có một chút hài lòng về môn học này .",1,0
6480,bổ sung thêm slide và giáo trình tiếng việt .,1,0
6481,"thầy tận tâm giảng bài , giảng dễ hiểu và đúng với chương trình học .",0,2
6482,english is good .,3,2
6483,không đúng giờ lên lớp .,0,0
6484,em nghĩ thầy sẽ giúp chúng em học tốt hơn nếu có thêm nhiều bài tập .,0,0
6485,đi dạy luôn trễ từ 10 - 20 phút .,0,0
6486,giáo viên hướng dẫn nhiệt tình .,0,2
6487,giảng viên giảng dạy còn kém hiệu quả khi mà ở trên thì giảng viên giảng dạy còn ở dưới thì sinh viên làm việc riêng .,0,0
6488,em có góp ý nhỏ là trong giờ dạy lý thuyết thì những chỗ trọng tâm và thiết thực của môn học thì thầy nên nhấn mạnh và giảng giải nhiều hơn để chúng em chú ý hơn những chỗ đó ạ .,0,0
6489,"giảng viên quan tâm tận tình tới sinh viên , truyền đạt hiệu quả .",0,2
6490,"bài giảng tạo sự hứng thú cho sinh viên , giảng viên nhiệt tình .",1,2
6491,thầy không nên cho tụi em trốn học nhiều quá colonbigsmile .,0,0
6492,thầy dạy không chu đáo .,0,0
6493,cần cho nhiều bài tập và tăng độ khó .,0,0
6494,khó tiếp thu .,3,0
6495,"thầy rất nhiệt tình trong quá trình giảng dạy , luôn giúp đỡ sinh viên trong lúc làm bài cũng như mắc lỗi .",0,2
6496,giảng viên có nhiều kinh nghiệm .,0,2
6497,"giảng viên tạo nhiều bài tập , câu hỏi để mỗi thành viên trong lớp đều có thể tương tác .",0,2
6498,"giảng viên tận tâm , nhiệt tình dạy học , giảng dễ hiểu , vui tính , hiền lành .",0,2
6499,rất mong thầy sẽ tiếp tục giảng dạy các khoá sau .,0,2
6500,đôi khi không đúng giờ .,0,0
6501,"em cảm ơn cô vì sự nhiệt tình , tận tâm .",0,2
6502,"dạy nhiệt tình , dễ tiếp thu .",0,2
6503,giảng viên cần đảm bảo thời gian lên lớp .,0,0
6504,thích thầy chia sẻ kinh nghiệm .,0,2
6505,cô rất tận tâm giảng dạy .,0,2
6506,thiết bị còn quá cũ kỹ .,2,0
6507,cần đa dạng hóa bài tập hơn .,1,0
6508,"nhiệt tình , đôi khi dạy nhiều cái về thực tiễn rất hữu ích , gần gũi , nghiêm khắc .",0,2
6509,"truyền đạt bài học tốt , dễ hiểu .",0,2
6510,"thân thiện , tận tâm .",0,2
6511,cô dạy còn hơi nhanh hơi thuần lý thuyết .,0,0
6512,các buổi thuyết trình .,1,1
6513,thầy chỉ bảo sinh viên tận tình .,0,2
6514,"giảng viên nhiệt tình , có tâm huyết .",0,2
6515,chưa có sự đồng bộ giữa lý thuyết và thực hành .,1,0
6516,cô dạy hơi nhanh .,0,0
6517,lên lớp đều .,0,1
6518,nên có bài viết hoặc bài tiểu luận mỗi 2 tuần trên courses để sinh viên thực tập .,1,0
6519,giảng viên khá nhiệt tỉnh .,0,2
6520,cập nhật tài liệu đầy đủ cho sinh viên !,1,0
6521,"giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan .",0,0
6522,"chưa học kiểm thử , bắt làm test thì sao mà làm ?",0,0
6523,thầy trẻ trâu .,0,0
6524,khả năng truyền đạt của giảng viên chưa được tốt .,0,0
6525,giảng viên thân thiện vui vẻ gần gũi với sinh viên .,0,2
6526,giảng dạy quá nhanh .,0,0
6527,"đi dạy đúng giờ , chất lượng giảng dạy tốt .",0,2
6528,thầy điểm danh nhiều quá ạ colonsmile .,0,0
6529,"sử dụng website môn học , trang thiết bị phục vu giảng dạy còn hạn chế máy chiếu quá mờ , phòng học bị nắng .",2,0
6530,thông báo những buổi seminar và báo cáo phải chính xác để dễ dàng cho cả sinh viên lẫn giáo viên .,1,0
6531,môn thiên về kiến thức lập trình nhưng lại bắt buộc thi lý thuyết trên giấy là không hợp lý .,1,0
6532,"cô giảng rất đều tai , rất dễ buồn ngủ .",0,0
6533,"khác với thầy wzjwz286 dạy lý thuyết , thầy rất nhiệt tình trong việc giảng dạy của mình .",0,2
6534,"giảng viên nhiệt tình , gần gũi với sinh viên .",0,2
6535,thầy đến lớp và không nói gì .,0,0
6536,giờ thực hành được tăng cường nhiều hơn nữa .,1,0
6537,"chất lượng phòng học cần được cải thiện , cần cải thiện hệ thống điện , máy chiếu cần được cải thiện .",2,0
6538,khả năng truyền đạt tốt .,0,2
6539,"giảng viên nhiệt tình , cho nhiều bài tập .",0,2
6540,"thầy rất nhiệt tình , hòa đồng với sinh viên .",0,2
6541,"phòng máy quá nóng , nhỏ , trang thiết bị ít , máy rất cũ , hư nhiều .",2,0
6542,"sửa bài tập khó , giảng viên nhiệt tình .",3,2
6543,"cô dạy rất hay , truyển cảm hứng cho học sinh , rất thích học giờ của cô .",0,2
6544,"sao thầy không cho điểm cộng khi với mấy bạn lên bảng làm bài tập , nếu nhiều bài tập quá thì một bài nửa điểm cũng được , như vậy các bạn sẽ có hứng lên bảng làm bài tập hơn , lớp học sẽ sôi động hơn .",0,0
6545,"giảng viên tận tâm , nhiệt tình , hỗ trợ giải đáp thắc mắc môn học cho sinh viên .",0,2
6546,giảng tận tình vui vẻ .,0,2
6547,"cô dạy hay , rất nhiệt tình .",0,2
6548,thấy rất nhiệt tình giảng dạy .,0,2
6549,hi vọng cô có thể giảng dạy lý thuyết xen kẽ với bài tập trong mỗi buổi học để giúp sinh viên hiểu rõ vấn đề cần nắm hơn .,0,0
6550,"rất hài lòng , thầy dạy khá hay , cũng rất vui trong lúc học .",0,2
6551,nên cho thực hành nhiều hơn lý thuyết .,1,0
6552,"sự kiên nhẫn và tận tình giảng , chỉ lỗi sai cho sinh viên khi thực hành .",0,2
6553,thầy luôn cố gắng giúp học sinh hiểu rõ bản chất .,0,2
6554,giảng viên phương pháp dạy hay .,0,2
6555,"giảng viên đảm bảo giờ lên lớp , tích cực trong quá trình giảng dạy và trả lời câu hỏi , giảng viên khá vui tinh .",0,2
6556,"nên hướng dẫn làm bài tập nhiều hơn , học lý thuyết quá nhiều .",1,0
6557,thầy có tâm trong việc truyền đạt cho sinh viên .,0,2
6558,"phong cách giảng dạy tốt hay , em rất hài lòng về giảng viên .",0,2
6559,thầy cô cần cho nhiều bài tập sát với đề thi hơn .,0,0
6560,"dể gần , tạo tình cảm tốt .",0,2
6561,thầy hài hước vui vẻ .,0,2
6562,"hăng say , nhiệt tình .",0,2
6563,thầy chỉ tận tình các lỗi xảy ra trong bài học .,0,2
6564,"tận tâm , dễ hiểu , nhiệt tình .",0,2
6565,"thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa .",0,2
6566,lên lớp đều đặn .,0,2
6567,"dễ hiểu , nhiệt tình vui tính .",0,2
6568,giảng viên giúp sinh viên xác định rõ ràng mục đích học tập .,0,2
6569,thầy nóng tính và tự tôn cao quá .,0,0
6570,bài tập cô cho nhiều nên làm hơi đuối .,1,0
6571,"phòng học quá nóng phòng wzjwz96 , lớp em có nhiều sinh viên nhưng chỉ có 2 cái quạt , học anh văn vào buổi chiều bị nắng chiếu mà còn nóng thì em tiếp thu bài rất kém ạ !",2,0
6572,nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .,0,0
6573,"không nên bắt sinh viên phải lên ngồi đủ 80% giờ học trở lên vì có những đề tài sinh viên đã nắm được cách làm , lên ngồi điểm danh mất thời gian vô ích .",1,0
6574,trang thiết bị cần được nâng cấp và cải thiện .,2,0
6575,giảng viên cần có những nhấn mạnh trong bài học .,0,0
6576,"thời gian học quá trễ , sinh viên chất lượng cao không về được xe trường vốn là quyền lợi của sinh viên chất lượng cao , sinh viên không kịp thời gian đi học thêm sau thời gian học về đến trung tâm thành phố sau 7h .",1,0
6577,"giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn .",1,0
6578,"giảng viên nhiệt tình , phương pháp dạy khá hay .",0,2
6579,"dù có tìm hiểu nhưng em không thể hiểu hết và nắm bắt hoàn toàn nội dung bài lab , nhưng khi hỏi giảng viên thì em cũng không thu được thông tin gì thêm cả .",0,0
6580,"giảng viên dạy nhiệt tình , tận tâm .",0,2
6581,"giảng viên thực hành nên hướng dẫn sinh viên thực hành một cách cụ thể , không nên ngồi làm việc riêng rồi khi sinh viên gọi hỏi thì lại tỏ thái độ khó chịu .",0,0
6582,"giáo viên dạy hay , dễ hiểu .",0,2
6583,máy chiếu mờ .,2,0
6584,hồ bơi bẩn .,2,0
6585,cô dạy khá nhanh nên khó theo kịp bài giảng .,0,0
6586,"giảng viên giảng dễ hiểu , theo xác chuyên cần của sinh viên .",0,2
6587,cô giáo nhiệt tình .,0,2
6588,trên lớp cho ít ví dụ mở rộng nên chưa hiểu sâu .,0,0
6589,kiến thức truyền đạt .,3,1
6590,cần thêm bài tập ôn chuyên sâu hơn .,1,0
6591,em mong muốn nhà trường phân công thầy wzjwz29 dạy lớp em nếu có thể ở các môn học tiếp theo .,0,2
6592,thầy dạy tận tụy và tâm huyết .,0,2
6593,"thầy dạy nhiệt tình , có tâm .",0,2
6594,"không nên dùng hình thức thi lý thuyết , nên cho sinh viên làm đồ án và yêu cầu của đồ án phải cao hơn môn "" lập trình windows "" môn "" lập trình trực quan "" .",1,0
6595,em rất thích cô .,0,2
6596,em nghĩ sẽ hiệu quả hơn nhiều .,3,0
6597,thầy có cách giảng bài rất hay và dễ hiểu .,0,2
6598,phân bổ thời gian theo kiểu chưa học tới lý thuyết đã thực hành nên không biết gì để làm .,1,0
6599,cô dạy khá dễ hiểu .,0,2
6600,"thầy giảng bài , giải bài còn quá nhanh .",0,0
6601,"slide bao nhiêu thầy đọc lại bấy nhiêu , cực kỳ khó hiểu và buồn ngủ .",0,0
6602,lịch học bù đôi khi cập nhật trễ .,1,0
6603,"giảng dạy ngắn gọn , dễ hiểu .",0,2
6604,thầy có chia sẻ nhiều kinh nghiệm thực tế .,0,2
6605,cải tiến trang thiết bị thường xuyên hơn .,2,0
6606,sự nhiệt tình của giáo viên .,0,2
6607,dạy nói quá lan man làm chi sinh viên không tập trung .,0,0
6608,không thật sự công bằng và đúng theo yêu cầu .,0,0
6609,thầy đến rất đúng giờ .,0,2
6610,ít bài tập .,1,0
6611,"những thiết bị phục vụ cho việc giảng dạy cần được trang bị tốt hơn , ví dụ như máy chiếu hơi bị mờ , các bạn ngồi ở phía sau không thấy , phòng học chỉ có 2 cái phạt , rất nóng nực vào mùa hè .",2,0
6612,nên lồng ghép các trò chơi nhỏ vào buổi học để tăng hứng thú cho sinh viên .,1,0
6613,giáo viên rất nhiệt tình và tâm huyết .,0,2
6614,thầy vui tính và nhiệt tình giảng dạy .,0,2
6615,có mấy lần gửi mail mà không thấy thầy trả lời .,0,0
6616,"cập nhật slide mới , tài liệu slide cũ có nhiều điểm khác slide mới không cập nhât đúng thứ tự , ví dụ .",1,0
6617,"dạy từ từ , chi tiết .",0,2
6618,"khi thi thì thời gian quá ngắn để thực hiện trình bày dù đã nghĩ ra cách giải dạy sinh viên "" làm nhanh những việc dễ "" dạy sinh viên thành "" thợ "" .",1,0
6619,"giáo viên cứ cho đồ án liên quan đến môn học , rồi thi cũng dựa theo đồ án mà ra đề , như vậy vừa giúp sinh viên hiểu cặn kẽ , vừa đỡ tốn thời gian ngồi học lý thuyết vô bổ học xong quên sạch không đọng lại được cái gì .",0,2
6620,giảng viên làm việc riêng khi sinh viên báo cáo .,0,0
6621,giảm tải lượng bài tập phần thực hành .,1,0
6622,thầy dạy có tâm và rất nhiệt tình .,0,2
6623,"cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ .",1,0
6624,"giảng viên nhiệt tình , kỹ năng truyền đạt tốt .",0,2
6625,thầy có đăng bài tập lên hệ thống môn học .,0,2
6626,"giảng viên nên cho bài tập về nhà có nhưng chưa hợp lý , giảng viên nên giành chút thời gian sưu tầm bài tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có thể thi .",0,0
6627,"giảng viên nhiệt tình , đánh giá đúng năng lực .",0,2
6628,kiến thức của môn này có lẽ hiếm khi nào tụi em dùng tới .,1,0
6629,thầy giảng phần cuối hơi khó tiếp thu .,0,0
6630,"thầy có dặn nên up lên youtube , nhưng do mạng nhà yếu nên em nén lại up lên mediafire thì bị trừ điểm .",0,0
6631,cách thầy giảng rất hấp dẫn và dễ hiểu .,0,2
6632,rất nhiệt tình và giảng bài dễ hiểu .,0,2
6633,chỉ sơ sài rồi bắt sinh viên tự mò .,0,0
6634,"giảng viên nhiệt tình , vui vẻ , hòa đồng với sinh viên , luôn giúp đỡ , chỉ dẫn cho sinh viên lúc gặp khó khăn trong bài thực hành .",0,2
6635,"đề thi không có tính phân loại về kiến thức nhiều , mà hơn nhau ở chỗ ai tỉ mỉ hơn , ai nhanh hơn .",1,0
6636,không có ý kiến thêm .,3,1
6637,"thầy rất nhiệt tình , giảng bài rất dễ hiểu .",0,2
6638,"đưa ra rất nhiều bài tập trong tiết học kèm với sửa bài đầy đủ giúp sinh viên hiểu rõ và củng cố lượng kiến thức đã học được , cũng như để chuẩn bị tốt cho bài thi .",0,2
6639,thầy truyền đạt tốt .,0,2
6640,"bài tập thực hành mỗi tuần hơi khó , mong rằng ở mỗi bài tập giảng viên có thể cung cấp bài giải kỹ càng để sinh viên có thể nghiên cứu và hiểu được cách làm .",1,0
6641,"giảng viên gây hứng thú cho sinh viên với bài giảng của mình , vui vẻ , thân thiện với sinh viên .",0,2
6642,đôi khi dạy khiến học sinh buồn ngủ bởi cách dạy chưa hay hoặc bài học khó nhưng chưa chỉ ra hợp lý .,0,0
6643,thầy rất hiền và nhiệt tình trong từng tiết học .,0,2
6644,tuyệt !,3,2
6645,"bài giảng , bài tập đầy đủ , dư cho sinh viên tham khảo , ôn luyện .",1,2
6646,"cô nhiệt tình , thoải mái , giải đáp thắc mắc của sinh viên khá nhanh .",0,2
6647,"giảng viên rất nhiệt tình , hướng dẫn tận tâm cho sinh viên .",0,2
6648,giáo trình mới .,3,1
6649,"điều chỉnh chất lượng doubledot với chương trình học tập hiên nay , sinh viên thương lắm vững kiến thức khi gần đến cuối kỳ gây khó cho sinh viên làm đồ án thời gian hạn hẹp .",1,0
6650,nêu rõ các việc cần làm và chuẩn bị .,0,0
6651,và có một số vấn đề thầy khó hiểu .,0,0
6652,"cô dạy rất dễ thương , dễ hiểu , nắm chắc kiến thức .",0,2
6653,"thầy cực kỳ tận tâm nhiệt tình , giảng bài rất dễ nhớ .",0,2
6654,cách giảng dạy gây buồn ngủ .,0,0
6655,"cô rất vui vẻ , nhiệt huyết .",0,2
6656,"thầy nhiệt tình , vui tính , thường tích cực hướng nghiệp cho sinh viên .",0,2
6657,"sự nhiệt tình , tận tâm của giảng viên .",0,2
6658,"nhiều hoạt động bổ ích , trình độ cao , phát âm chuẩn , tốt .",0,2
6659,"dạy hay , dễ hiểu .",0,2
6660,phòng thực hành chưa có chất lượng .,2,0
6661,"cô dạy tận tâm , nhiệt tình , cho làm bài tập phù hợp để giúp sinh viên hiểu bài dễ dàng .",0,2
6662,"thầy dạy rất dễ hiểu , vui vẻ , dễ chịu .",0,2
6663,"giảng viên có phương pháp giảng dạy hay , cập nhật , phù hợp với sinh viên .",0,2
6664,cô rất dễ thương colonhihi .,0,2
6665,cô rất xinh .,0,2
6666,có sự định hướng và cập nhật thông tin cho sinh viên .,0,2
6667,"cô dạy nhiệt tình , tận tâm , dễ hiểu .",0,2
6668,kiến thức cô cung cấp rất đầy đủ .,0,2
6669,"hình thức đánh giá môn học theo em là chưa hợp lý vì môn học này đánh giá qua quá nhiều hình thức doubledot thi giữa kỳ , thi cuối kỳ , thực hành , đồ án môn học .",1,0
6670,"giảng sinh động hơn , giao tiếp với sinh viên bằng tiếng anh thay vì đa phần là tiếng việt .",0,0
6671,tận tình trong giảng dạy .,0,2
6672,"giảng viên rất nhiệt tình , cho nhiều bài tập cho sinh viên , tạo điều kiện cho sinh viên chủ động trong việc học tại lớp .",0,2
6673,bài tập lớn trong slide tiếng anh gây khó khăn cho sinh viên .,1,0
6674,"thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn .",0,0
6675,"nên có thêm nhiều tài liệu học tập , bộ môn này rất ít tài liệu tam khảo trên mạng .",1,0
6676,"cô rất tận tình , và thận thiện , cô luôn giải đáp các thắc mắc cho sinh viên dễ hiểu .",0,2
6677,"thầy chỉ đọc trên slide , ít có giảng nội dung ngoài .",0,2
6678,cần đặt câu hỏi cho sinh viên trong khi giảng dạy và thêm vào điểm cộng nếu sinh viên trả lời được .,0,0
6679,"giảng viên giảng dạy nhiệt tình , bám sát nội dung môn học .",0,2
6680,"thầy rất niềm nở , vui vẻ , tận tâm và nhiệt tình .",0,2
6681,đôi lúc sinh viên theo không kịp .,3,0
6682,"giảng dạy nhiệt tình , đảm bảo kiến thức chuyên sâu .",0,2
6683,khá khó hiểu .,3,0
6684,"nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn .",1,0
6685,"tuy lên lớp nhưng em không thể tiếp thu được , vì không có hứng thú với cách giảng dạy của thầy .",0,0
6686,"nhiệt tình , thực tế .",0,2
6687,"nội dung thầy giảng mang tính cập nhật , có nhiều nội dung hay .",1,2
6688,tăng cường giảng viên hỗ trợ thực hành .,1,0
6689,"các buổi học không liên tục , kiến thức kiểu chắp vá .",1,0
6690,đảm bảo thời gian lên lớp và sử dụng thời gian lên lớp hiệu quả .,0,2
6691,"thầy khá nhiệt tình , các nội dung giảng dạy của thầy là những câu chuyện thực tế mà thầy trải qua vì vậy tụi em thích thú hơn .",0,2
6692,"thầy nhiệt tình trong giảng dạy , luôn quan tâm chú ý đến sinh viên giải đáp mọi thắc mắc trong quá trình giải bài tập .",0,2
6693,cô wzjwz117 dạy rất nhiệt tình và dễ hiểu .,0,2
6694,chỉ bảo tận tình .,0,2
6695,tận tình chu đáo .,0,2
6696,"giảng viên tận tụy , giảng dạy dễ hiểu có vận dụng các bài học vào thực tiễn , giúp sinh viên nắm rõ ràng và đầy đủ kiến thức .",0,2
6697,"trong buổi học thầy hay nói lan man nhiều chủ đề khác , tuy thu hút được sự tập trung và chú ý của sinh viên nhưng thường không liên quan hoặc ít liên quan đến môn học .",0,0
6698,cách truyền đạt bài giảng .,0,1
6699,về hạn nộp bài ( deadline ) trên moodle thầy nên cố định một giờ giấc nào đó .,0,0
6700,giúp em biết được một phần thực tế của công việc sau này .,3,2
6701,giảng bài chi tiết .,0,2
6702,"cách dạy và cách nói chuyện của thầy rất thu hút , giúp em tập trung vào bài học rất dễ .",0,2
6703,"tỉ lệ điểm số phân bố chưa đề so với phần việc , giữa điểm quá trình và điểm thực hành .",1,0
6704,"cô nhiệt tình , vui vẻ .",0,2
6705,"slide tài liệu các chương thường không có , hoặc thường rất ít các bài tập mà chỉ tập trung vào slide ôn tập cuối kỳ fraction giữa kỳ .",1,0
6706,"giảng viên vui vẻ , hoà đồng , nhiệt tình trong việc giảng dạy .",0,2
6707,nên tập trung vào nghe và nói tiếng anh nhiều hơn .,1,0
6708,"chị dạy hay , nhiệt tình , vui vẻ , dễ hiểu .",0,2
6709,"học tập hơi khô khan , cô cần ôn tập thi sát đề thêm chút nữa ạ coloncolon .",0,0
6710,cần giáo trình và bài tập .,1,0
6711,"nên tăng cường dạy từ vựng , bị hỏng kiến thức về từ vựng .",1,0
6712,cô giáo dạy tiếng anh nói tiếng anh rất nhỏ và khó nghe nếu nói bằng micro hơn nữa cách dạy của cô khiến cho sinh viên không thể nào không buồn ngủ vì nó rất rất nhàm chán .,0,0
6713,các bài thực hành cần có tính định hướng hơn thay vì làm các công việc cụ thể như nạp firmware cho router .,1,0
6714,em rất hài lòng về thầy .,0,2
6715,"dạy hay , tận tâm với sinh viết , kiến thức truyền đạt rất tốt .",0,2
6716,"thầy tận tâm , nhiệt tình với học sinh .",0,2
6717,giảng viên dạy tương đối nhanh .,0,0
6718,giảng viên dạy nhiệt tình và dễ hiểu .,0,2
6719,đề nghị nhà trường có thêm phòng lab để sinh viên học phần nghe được dễ dàng và có hiệu quả hơn !,2,0
6720,cô rất tận tình với sinh viên .,0,2
6721,thầy nói rất nhanh nhiều lúc nghe không được !,0,0
6722,"cô nhiệt tình , dễ hiểu .",0,2
6723,thầy cô dạy cho về quá sớm .,0,0
6724,"thầy nhiệt tình , giải đáp thắc mắc kịp thời .",0,2
6725,thầy nên nói chậm lại và phát âm chuẩn hơn .,0,0
6726,thầy hay nhăn nhó với sinh viên .,0,0
6727,thầy wzjwz251 dạy rất nhiệt tình với sinh viên .,0,2
6728,giúp sinh viên cảm thấy thoải mái trong giờ học .,3,2
6729,giảng viên dạy rất dễ hiều .,0,2
6730,"tận tình , cung cấp đầy đủ kiến thức , không khí vui vẻ , thoải mái .",0,2
6731,cô rất nhiệt tình và tận tâm với sinh viên !,0,2
6732,bài tập thực hành sát với lý thuyết .,1,2
6733,"tụi em tới để học chứ không phải để nghe cô chê bai người việt này nọ lọ chai , không phải để nghe việc cô đi dạy người nước ngoài nói tiếng việt , cô cũng đừng đánh giá người ta nói cái gì cho cả một tập thể .",0,0
6734,quá cứng nhắc trong quá trình cho điểm .,0,0
6735,"giảng viên dạy hay , nhiệt tình .",0,2
6736,"cô rất tận tình với sinh viên , hỗ trợ rất tốt cho các bạn , các tài liệu của cô rất thực tế , làm mẫu để các bạn học hỏi .",0,2
6737,thầy chia sẻ những kinh nghiệm về bên ngoài rất hay và đáng để học hỏi .,0,2
6738,"nói chuyện lan man , không liên quan đến môn học quá nhiều .",3,0
6739,nếu nghỉ nên thông báo với lớp sớm hơn .,0,0
6740,giảng viên nên nói lớn hơn .,0,0
6741,"giảng viên rất nhiệt tình , giảng dạy khá kỹ càng .",0,2
6742,nếu không thì buổi học toán nào 3 tiết cũng thành 5 tiết .,0,0
6743,"demo đa dạng , side cập nhật kịp thời , giảng viên hỗ trợ nhanh chóng trên moodle .",0,2
6744,giảng viên tốt về mọi mặt .,0,2
6745,"giảng dạy nhiệt tình , giúp đỡ sinh viên trong quá trình làm đồ án .",0,2
6746,"theo em , nên có thêm mục bài tập nộp qua moodle sau mỗi lần học trên lớp hay có bài tập mới , tài liệu nên được bổ sung nhiều hơn cho sinh viên .",1,0
6747,giảng bài nhanh .,0,0
6748,mong thầy có thể hướng dẫn thêm khi làm project .,0,0
6749,em mong phần thực hành được hỗ trợ nhiều hơn nữa từ phía giảng viên .,0,0
6750,dẫn đến việc chưa nắm rõ lý thuyết đã phải làm bài tập .,1,0
6751,nội dung giảng dạy của giảng viên còn sơ sài .,0,0
6752,hy vọng đây không phải là sinh viên đầu tiên phản ánh vấn đề này .,3,0
6753,quá đúng giờ .,0,0
6754,cần được tăng cường thực hành và traning thêm môn học .,1,0
6755,nhạt nhẽo và khá nhảm .,0,0
6756,giảng viên tuyệt vời nhất uit .,0,2
6757,bài tập và hướng dẫn giải bài tập trên lớp .,1,1
6758,"thầy vui tính và dạy rất nhiệt tình , rất quan tâm tới sinh viên đặc biệt là sinh viên nữ .",0,2
6759,giảng viên không đảm bảo giờ lên lớp và nghỉ mà không thông báo trước làm mất thời gian của sinh viên .,0,0
6760,giảng viên hướng dẫn thực hành cần nhiệt tình giúp đỡ sinh viên trong quá trình thực hành .,0,2
6761,máy tính cập nhật nhanh hơn .,2,0
6762,"thầy rất là công bằng , em thật sự rất kính trọng thầy vì những điều thầy đã làm cho các bạn sinh viên chơi thân với thầy .",0,2
6763,"cho sinh viên khả năng chủ động trong việc tạo ứng dụng bằng các nền tẳng , từ đó giáo viên có thang điểm phù hợp để quy đổi .",0,0
6764,máy chiếu và dàn loa không đáp ứng được .,2,0
6765,"giáo viên nhiệt tình , giảng kỹ phần quan trọng .",0,2
6766,hướng dẫn giải bài tập rất hay và chi tiết .,0,2
6767,nhiệt tình giúp đỡ giải đáp những thắc mắc của sinh viên .,0,2
6768,nên đổi mới tài liệu .,1,0
6769,thầy nghiêm khắc khiến học sinh tập trung học hơn .,0,2
6770,bài tập hơi nhiều .,1,0
6771,"giúp giảng viên chủ động truyền đạt các kiến thức đã học một cách cụ thể cho sinh viên bởi thực tế hiện nay sinh viên thường làm các đồ án trong đó không thể hiện được rõ các kiến thức đã học trên lớp , nó thiên về sử dụng kỹ thuật nhiều hơn .",1,0
6772,"giáo viên vui tính , tận tâm .",0,2
6773,cô lên lớp vui vẻ .,0,2
6774,"không rõ "" thu được gì "" từ môn học này .",3,0
6775,bài giảng nên có trình bày chi tiết hơn .,1,0
6776,cho bài tập về nhà để học sinh làm thêm .,0,0
6777,"cô dạy bài tập rất tận tình , dễ hiểu .",0,2
6778,"giảng viên vui vẻ , giảng dạy tận tâm , đến lớp đầy đủ đúng giờ .",0,2
6779,giải bài tập giúp hiểu hơn về bài học .,1,1
6780,sử dụng kiến thức có tính thực tiễn cao hơn kiến thức có thể áp dụng vào trong thực tiễn .,1,0
6781,mong thầy dạy tận tâm hơn !,0,0
6782,"thầy nên hướng dẫn cụ thể về vấn đề đồ án , bọn em lúc làm đồ án không biết làm cái gì và đang làm cái gì , đến khi báo cáo thì tá hỏa lên không biết gì mà làm nữa , thành ra lên báo cáo không có vừa ý thầy , rồi thầy tạo quá nhiều áp lực cho bọn em , thi cử thôi cũng thấy sợ nữa , không biết thầy có thử đặt vị trí của thầy vào bọn em không nữa , 75 câu trắc nghiệm mà một câu có 2 - 3 đáp án đúng nữa có 75 phút , thầy thử nghĩ xem bọn em có nổi 3 - 4 điểm không ?",0,0
6783,giảng viên hướng dẫn nhiệt tình .,0,2
6784,"không khí lớp học không được sôi động , năng nổ .",1,0
6785,chưa có hoạt động nhóm .,1,0
6786,"thầy khá tận tâm , vui tính .",0,2
6787,"cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv .",2,0
6788,giảng viên cần cung cấp cho học viên tài liệu lý thuyết rõ ràng .,0,2
6789,"giảng viên quá nhiệt tình , hiểu sinh viên , thương sinh viên .",0,2
6790,thầy dạy dễ hiểu .,0,2
6791,đề nghị thầy giảm béo .,0,0
6792,giảng bài cực kỳ chán và không nhiệt tình .,0,0
6793,không có nhiều tài liệu môn học được cung cấp cho sinh viên ngoài slide bài giảng của giảng viên .,1,0
6794,"thầy rất hiền , tận tâm .",0,2
6795,"thầy wzjwz222 vui vẻ , giảng không buồn ngủ , giải đáp thắc mắc đầy đủ , dễ hiểu .",0,2
6796,"giáo viên giảng dạy nhiệt tình , tận tâm , tạo điều kiện tốt nhất cho sinh viên , ân cần , chu đáo .",0,2
6797,làm phim khó quá thầy ạ .,0,0
6798,"giáo viên nói hơi nhỏ , khó nghe .",0,0
6799,nhiệt huyết với sinh viên .,0,2
6800,hệ thống máy chiếu cần cải thiện .,2,0
6801,lớp học vui .,0,2
6802,kiến thức chưa vững .,0,0
6803,"nhiều điều cô dạy hơi nhanh , cô nên cho làm thêm nhiều bài tập nữa .",0,0
6804,dạy theo đề cương môn học .,0,1
6805,thầy nên dạy thực hành một cách kỹ lưỡng hơn cho sinh viên hiểu và thực hiện .,0,0
6806,"theo như danh sách phòng đào tạo đưa xuống , lớp học có gần 140 sinh viên đăng kí .",3,1
6807,cần cung cấp nhiều thông tin bài học hơn .,1,2
